accession	species	gene_id	chrom	start	end	len_bp	strand	class	tier	status	len_aa	model
nscut_V2R081	nscut	LOC113427820	NW_020717404.1	22057	22953	896	neg	fragmented	NA	NA	298	ncbi
nscut_V2R082	nscut	LOC113427830	NW_020717412.1	4398	5511	1113	pos	fragmented	NA	NA	341	ncbi
nscut_V2R083	nscut	LOC113427834	NW_020717414.1	2394	5583	3189	pos	fragmented	NA	NA	341	ncbi
nscut_V2R084	nscut	LOC113427835	NW_020717414.1	24041	33388	9347	neg	intact	NA	NA	676	ncbi
nscut_V2R085	nscut	LOC113427836	NW_020717414.1	39436	45897	6461	neg	intact	NA	NA	676	ncbi
nscut_V2R086	nscut	LOC113427895	NW_020717447.1	39867	52462	12595	pos	partial	NA	NA	537	ncbi
nscut_V2R087	nscut	LOC113427941	NW_020717473.1	4248	5146	898	pos	fragmented	NA	NA	298	ncbi
nscut_V2R088	nscut	LOC113427942	NW_020717473.1	18260	22602	4342	pos	fragmented	NA	NA	308	ncbi
nscut_V2R089	nscut	LOC113427943	NW_020717473.1	45275	45814	539	pos	fragmented	NA	NA	179	ncbi
nscut_V2R090	nscut	LOC113427950	NW_020717477.1	2280	10510	8230	pos	intact	NA	NA	845	ncbi
nscut_V2R091	nscut	LOC113427983	NW_020717498.1	3714	8149	4435	neg	partial	NA	NA	512	ncbi
nscut_V2R092	nscut	LOC113428034	NW_020717532.1	19347	43420	24073	neg	intact	NA	NA	1065	ncbi
nscut_V2R093	nscut	LOC113428046	NW_020717544.1	3762	48995	45233	pos	intact	NA	NA	1098	ncbi
nscut_V2R094	nscut	LOC113428072	NW_020717568.1	29391	44646	15255	pos	partial	NA	NA	514	ncbi
nscut_V2R095	nscut	LOC113428103	NW_020717602.1	18851	26712	7861	neg	fragmented	NA	NA	542	ncbi
nscut_V2R096	nscut	LOC113428116	NW_020717610.1	16880	27944	11064	neg	fragmented	NA	NA	431	ncbi
nscut_V2R097	nscut	LOC113428124	NW_020717615.1	22103	39717	17614	neg	intact	NA	NA	856	ncbi
nscut_V2R098	nscut	LOC113428131	NW_020717623.1	33664	37608	3944	neg	fragmented	NA	NA	364	ncbi
nscut_V2R099	nscut	LOC113428147	NW_020717635.1	17842	32616	14774	neg	intact	NA	NA	795	ncbi
nscut_V2R100	nscut	LOC113428165	NW_020717651.1	34386	38431	4045	neg	fragmented	NA	NA	389	ncbi
nscut_V2R101	nscut	LOC113428177	NW_020717668.1	29920	39139	9219	neg	intact	NA	NA	686	ncbi
nscut_V2R102	nscut	LOC113428184	NW_020717675.1	263	11752	11489	pos	intact	NA	NA	861	ncbi
nscut_V2R103	nscut	LOC113428223	NW_020717709.1	12708	17012	4304	pos	fragmented	NA	NA	342	ncbi
nscut_V2R104	nscut	LOC113428253	NW_020717729.1	14531	15435	904	neg	fragmented	NA	NA	300	ncbi
nscut_V2R105	nscut	LOC113428293	NW_020717775.1	20572	23727	3155	pos	fragmented	NA	NA	350	ncbi
nscut_V2R106	nscut	LOC113428303	NW_020717790.1	317	1227	910	pos	fragmented	NA	NA	302	ncbi
nscut_V2R107	nscut	LOC113428325	NW_020717810.1	14288	25699	11411	pos	intact	NA	NA	937	ncbi
nscut_V2R108	nscut	LOC113428331	NW_020717813.1	4521	5417	896	pos	fragmented	NA	NA	298	ncbi
nscut_V2R109	nscut	LOC113428396	NW_020717892.1	24669	25565	896	neg	fragmented	NA	NA	298	ncbi
nscut_V2R110	nscut	LOC113428407	NW_020717907.1	25567	29021	3454	pos	fragmented	NA	NA	297	ncbi
nscut_V2R111	nscut	LOC113428440	NW_020717954.1	1616	11985	10369	pos	intact	NA	NA	745	ncbi
nscut_V2R112	nscut	LOC113428456	NW_020717978.1	20132	21393	1261	pos	fragmented	NA	NA	339	ncbi
nscut_V2R113	nscut	LOC113428465	NW_020717986.1	2366	19999	17633	pos	fragmented	NA	NA	439	ncbi
nscut_V2R114	nscut	LOC113428538	NW_020718096.1	4432	25654	21222	neg	fragmented	NA	NA	350	ncbi
nscut_V2R115	nscut	LOC113428539	NW_020718097.1	16042	17004	962	neg	fragmented	NA	NA	320	ncbi
nscut_V2R116	nscut	LOC113428573	NW_020718141.1	21247	22151	904	neg	fragmented	NA	NA	300	ncbi
nscut_V2R117	nscut	LOC113428581	NW_020718162.1	771	8077	7306	neg	partial	NA	NA	518	ncbi
nscut_V2R118	nscut	LOC113428584	NW_020718169.1	8565	22763	14198	pos	partial	NA	NA	544	ncbi
nscut_V2R119	nscut	LOC113428594	NW_020718180.1	9998	10882	884	neg	fragmented	NA	NA	294	ncbi
nscut_V2R120	nscut	LOC113428596	NW_020718182.1	17640	23342	5702	neg	fragmented	NA	NA	337	ncbi
nscut_V2R121	nscut	LOC113428597	NW_020718183.1	17639	23143	5504	neg	fragmented	NA	NA	342	ncbi
nscut_V2R122	nscut	LOC113428641	NW_020718267.1	6609	8247	1638	neg	fragmented	NA	NA	351	ncbi
nscut_V2R123	nscut	LOC113428644	NW_020718271.1	7952	8467	515	neg	fragmented	NA	NA	172	ncbi
nscut_V2R124	nscut	LOC113428657	NW_020718288.1	5042	5926	884	neg	fragmented	NA	NA	294	ncbi
nscut_V2R125	nscut	LOC113428717	NW_020718433.1	5350	7205	1855	pos	fragmented	NA	NA	343	ncbi
nscut_V2R126	nscut	LOC113428733	NW_020718462.1	17271	18175	904	pos	fragmented	NA	NA	300	ncbi
nscut_V2R127	nscut	LOC113428770	NW_020718528.1	2953	14857	11904	pos	intact	NA	NA	791	ncbi
nscut_V2R128	nscut	LOC113428840	NW_020718697.1	1819	12760	10941	pos	partial	NA	NA	660	ncbi
nscut_V2R129	nscut	LOC113428841	NW_020718699.1	3185	12563	9378	neg	intact	NA	NA	874	ncbi
nscut_V2R130	nscut	LOC113428842	NW_020718701.1	6381	12916	6535	neg	partial	NA	NA	526	ncbi
nscut_V2R131	nscut	LOC113428846	NW_020718710.1	11165	17910	6745	neg	partial	NA	NA	561	ncbi
nscut_V2R132	nscut	LOC113428876	NW_020718794.1	405	16855	16450	neg	intact	NA	NA	822	ncbi
nscut_V2R133	nscut	LOC113428877	NW_020718796.1	8246	15104	6858	pos	partial	NA	NA	579	ncbi
nscut_V2R134	nscut	LOC113428895	NW_020718840.1	8250	9200	950	pos	fragmented	NA	NA	316	ncbi
nscut_V2R135	nscut	LOC113428904	NW_020718866.1	14595	16127	1532	neg	fragmented	NA	NA	306	ncbi
nscut_V2R136	nscut	LOC113428933	NW_020718963.1	11265	14160	2895	neg	fragmented	NA	NA	298	ncbi
nscut_V2R137	nscut	LOC113428964	NW_020719059.1	7637	8095	458	pos	fragmented	NA	NA	153	ncbi
nscut_V2R138	nscut	LOC113428973	NW_020719082.1	7657	8115	458	pos	fragmented	NA	NA	153	ncbi
nscut_V2R139	nscut	LOC113428990	NW_020719129.1	367	2066	1699	pos	fragmented	NA	NA	261	ncbi
nscut_V2R140	nscut	LOC113429001	NW_020719154.1	246	1945	1699	pos	fragmented	NA	NA	226	ncbi
nscut_V2R141	nscut	LOC113429012	NW_020719186.1	12663	13564	901	neg	fragmented	NA	NA	299	ncbi
nscut_V2R142	nscut	LOC113429044	NW_020719297.1	5143	13077	7934	pos	intact	NA	NA	738	ncbi
nscut_V2R143	nscut	LOC113429053	NW_020719323.1	4017	10382	6365	neg	fragmented	NA	NA	391	ncbi
nscut_V2R144	nscut	LOC113429071	NW_020719371.1	12908	14237	1329	pos	fragmented	NA	NA	339	ncbi
nscut_V2R145	nscut	LOC113429078	NW_020719388.1	3456	6869	3413	neg	fragmented	NA	NA	331	ncbi
nscut_V2R146	nscut	LOC113429081	NW_020719391.1	7061	11633	4572	pos	fragmented	NA	NA	403	ncbi
nscut_V2R147	nscut	LOC113429097	NW_020719424.1	5189	6103	914	neg	fragmented	NA	NA	304	ncbi
nscut_V2R148	nscut	LOC113429126	NW_020719497.1	1154	3529	2375	pos	fragmented	NA	NA	256	ncbi
nscut_V2R149	nscut	LOC113429137	NW_020719532.1	1569	11223	9654	neg	fragmented	NA	NA	472	ncbi
nscut_V2R150	nscut	LOC113429144	NW_020719548.1	3554	8283	4729	pos	fragmented	NA	NA	418	ncbi
nscut_V2R151	nscut	LOC113429177	NW_020719660.1	4877	13161	8284	pos	partial	NA	NA	588	ncbi
nscut_V2R152	nscut	LOC113429178	NW_020719663.1	82	8355	8273	neg	partial	NA	NA	588	ncbi
nscut_V2R153	nscut	LOC113429188	NW_020719692.1	11632	12533	901	neg	fragmented	NA	NA	299	ncbi
nscut_V2R154	nscut	LOC113429204	NW_020719746.1	5201	8609	3408	pos	fragmented	NA	NA	338	ncbi
nscut_V2R155	nscut	LOC113429220	NW_020719774.1	11351	12252	901	neg	fragmented	NA	NA	299	ncbi
nscut_V2R156	nscut	LOC113429227	NW_020719801.1	4095	4607	512	pos	fragmented	NA	NA	171	ncbi
nscut_V2R157	nscut	LOC113429240	NW_020719841.1	871	2318	1447	pos	fragmented	NA	NA	305	ncbi
nscut_V2R158	nscut	LOC113429266	NW_020719946.1	1024	6816	5792	pos	fragmented	NA	NA	378	ncbi
nscut_V2R159	nscut	LOC113429288	NW_020720029.1	5245	5757	512	pos	fragmented	NA	NA	171	ncbi
nscut_V2R160	nscut	LOC113429296	NW_020720067.1	1826	6386	4560	pos	fragmented	NA	NA	206	ncbi
nscut_V2R161	nscut	LOC113429298	NW_020720069.1	8710	9423	713	neg	fragmented	NA	NA	238	ncbi
nscut_V2R162	nscut	LOC113429326	NW_020720148.1	3969	4868	899	neg	fragmented	NA	NA	299	ncbi
nscut_V2R163	nscut	LOC113429371	NW_020720281.1	2405	4890	2485	neg	fragmented	NA	NA	298	ncbi
nscut_V2R164	nscut	LOC113429392	NW_020720366.1	2184	11157	8973	pos	partial	NA	NA	610	ncbi
nscut_V2R165	nscut	LOC113429476	NW_020720615.1	5618	10344	4726	neg	fragmented	NA	NA	345	ncbi
nscut_V2R166	nscut	LOC113429485	NW_020720674.1	4764	7207	2443	neg	fragmented	NA	NA	324	ncbi
nscut_V2R167	nscut	LOC113429576	NW_020720954.1	244	7467	7223	pos	partial	NA	NA	513	ncbi
nscut_V2R168	nscut	LOC113429662	NW_020721276.1	7	2685	2678	pos	fragmented	NA	NA	390	ncbi
nscut_V2R169	nscut	LOC113429749	NW_020721693.1	54	4059	4005	pos	fragmented	NA	NA	306	ncbi
nscut_V2R170	nscut	LOC113429793	NW_020721906.1	2252	9040	6788	neg	partial	NA	NA	526	ncbi
nscut_V2R171	nscut	LOC113429908	NW_020722297.1	3332	4236	904	neg	fragmented	NA	NA	300	ncbi
nscut_V2R172	nscut	LOC113429968	NW_020722556.1	960	4445	3485	pos	fragmented	NA	NA	454	ncbi
nscut_V2R173	nscut	LOC113429970	NW_020722568.1	4918	5817	899	neg	fragmented	NA	NA	299	ncbi
nscut_V2R174	nscut	LOC113429978	NW_020722617.1	4936	5832	896	pos	fragmented	NA	NA	298	ncbi
nscut_V2R175	nscut	LOC113429985	NW_020722669.1	1409	2317	908	neg	fragmented	NA	NA	302	ncbi
nscut_V2R176	nscut	LOC113429995	NW_020722697.1	3779	6649	2870	neg	fragmented	NA	NA	305	ncbi
nscut_V2R177	nscut	LOC113430109	NW_020723189.1	5262	6166	904	neg	fragmented	NA	NA	300	ncbi
nscut_V2R178	nscut	LOC113430178	NW_020723469.1	1367	5261	3894	pos	fragmented	NA	NA	416	ncbi
nscut_V2R179	nscut	LOC113430193	NW_020723551.1	6309	7241	932	neg	fragmented	NA	NA	310	ncbi
nscut_V2R180	nscut	LOC113430194	NW_020723552.1	545	1477	932	pos	fragmented	NA	NA	310	ncbi
nscut_V2R181	nscut	LOC113430206	NW_020723639.1	288	2171	1883	neg	fragmented	NA	NA	309	ncbi
nscut_V2R182	nscut	LOC113430210	NW_020723658.1	1503	2398	895	pos	fragmented	NA	NA	297	ncbi
nscut_V2R183	nscut	LOC113430223	NW_020723707.1	77	979	902	neg	fragmented	NA	NA	300	ncbi
nscut_V2R184	nscut	LOC113430296	NW_020724117.1	2410	2950	540	neg	fragmented	NA	NA	180	ncbi
nscut_V2R185	nscut	LOC113430334	NW_020724305.1	922	5216	4294	neg	fragmented	NA	NA	256	ncbi
nscut_V2R186	nscut	LOC113430374	NW_020724459.1	4878	5782	904	pos	fragmented	NA	NA	300	ncbi
nscut_V2R187	nscut	LOC113430415	NW_020724660.1	5610	6542	932	neg	fragmented	NA	NA	310	ncbi
nscut_V2R188	nscut	LOC113430416	NW_020724661.1	551	1483	932	pos	fragmented	NA	NA	310	ncbi
nscut_V2R189	nscut	LOC113430515	NW_020725291.1	51	6721	6670	pos	fragmented	NA	NA	426	ncbi
nscut_V2R190	nscut	LOC113430545	NW_020725509.1	2982	3479	497	pos	fragmented	NA	NA	166	ncbi
nscut_V2R191	nscut	LOC113430670	NW_020726349.1	2358	3239	881	neg	fragmented	NA	NA	293	ncbi
nscut_V2R192	nscut	LOC113430711	NW_020726579.1	1307	2211	904	neg	fragmented	NA	NA	300	ncbi
nscut_V2R193	nscut	LOC113430718	NW_020726624.1	1307	2211	904	neg	fragmented	NA	NA	300	ncbi
nscut_V2R194	nscut	LOC113430788	NW_020727072.1	62	653	591	neg	fragmented	NA	NA	183	ncbi
nscut_V2R195	nscut	LOC113431073	NW_020729507.1	5	5051	5046	neg	fragmented	NA	NA	366	ncbi
nscut_V2R196	nscut	LOC113431193	NW_020730573.1	3121	4035	914	pos	fragmented	NA	NA	304	ncbi
nscut_V2R197	nscut	LOC113431256	NW_020731808.1	1787	3779	1992	pos	fragmented	NA	NA	305	ncbi
nscut_V2R198	nscut	LOC113431288	NW_020732433.1	1556	3517	1961	pos	fragmented	NA	NA	298	ncbi
nscut_V2R199	nscut	LOC113431451	NW_020735719.1	1117	1951	834	neg	fragmented	NA	NA	250	ncbi
nscut_V2R200	nscut	LOC113431509	NW_020736478.1	457	3822	3365	neg	fragmented	NA	NA	359	ncbi
nscut_V2R201	nscut	LOC113431529	NW_020736889.1	59	3791	3732	pos	fragmented	NA	NA	342	ncbi
nscut_V2R202	nscut	LOC113431530	NW_020736890.1	82	3814	3732	neg	fragmented	NA	NA	342	ncbi
nscut_V2R203	nscut	LOC113431560	NW_020737217.1	360	3704	3344	neg	fragmented	NA	NA	302	ncbi
nscut_V2R204	nscut	LOC113431623	NW_020738057.1	1602	2483	881	neg	fragmented	NA	NA	293	ncbi
nscut_V2R205	nscut	LOC113431692	NW_020738959.1	987	1655	668	neg	fragmented	NA	NA	222	ncbi
nscut_V2R206	nscut	LOC113431704	NW_020739044.1	431	2884	2453	pos	fragmented	NA	NA	299	ncbi
nscut_V2R207	nscut	LOC113431707	NW_020739101.1	842	1746	904	pos	fragmented	NA	NA	300	ncbi
nscut_V2R208	nscut	LOC113431713	NW_020739351.1	535	1439	904	pos	fragmented	NA	NA	300	ncbi
nscut_V2R209	nscut	LOC113431732	NW_020739482.1	2100	2945	845	pos	fragmented	NA	NA	282	ncbi
nscut_V2R210	nscut	LOC113431751	NW_020739696.1	1321	2208	887	neg	fragmented	NA	NA	295	ncbi
nscut_V2R211	nscut	LOC113431956	NW_020743132.1	68	2518	2450	neg	fragmented	NA	NA	340	ncbi
nscut_V2R212	nscut	LOC113432029	NW_020744563.1	64	810	746	pos	fragmented	NA	NA	248	ncbi
nscut_V2R213	nscut	LOC113432072	NW_020745635.1	1091	1780	689	neg	fragmented	NA	NA	230	ncbi
nscut_V2R214	nscut	LOC113432205	NW_020748532.1	15	527	512	pos	fragmented	NA	NA	171	ncbi
nscut_V2R215	nscut	LOC113432333	NW_020752063.1	635	1242	607	pos	fragmented	NA	NA	202	ncbi
nscut_V2R216	nscut	LOC113432336	NW_020752077.1	973	1470	497	pos	fragmented	NA	NA	166	ncbi
nscut_V2R217	nscut	LOC113432442	NW_020755914.1	999	1511	512	neg	fragmented	NA	NA	171	ncbi
nscut_V2R218	nscut	LOC113432611	NW_020764484.1	623	1132	509	neg	fragmented	NA	NA	170	ncbi
nscut_V2R219	nscut	LOC113432659	NW_020767877.1	9	803	794	pos	fragmented	NA	NA	264	ncbi
ptext_V2R001	ptext	LOC113443715	NW_020769361.1	300	2555	2255	pos	fragmented	NA	NA	342	ncbi
ptext_V2R002	ptext	LOC113443716	NW_020769361.1	49135	62931	13796	pos	intact	NA	NA	910	ncbi
ptext_V2R003	ptext	LOC113443717	NW_020769361.1	75017	90826	15809	pos	intact	NA	NA	854	ncbi
ptext_V2R004	ptext	LOC113448572	NW_020769430.1	1974424	1993744	19320	neg	intact	NA	NA	703	ncbi
ptext_V2R005	ptext	LOC113448759	NW_020769432.1	1766066	1772423	6357	pos	intact	NA	NA	678	ncbi
ptext_V2R006	ptext	LOC113448761	NW_020769432.1	1820287	1829816	9529	pos	fragmented	NA	NA	470	ncbi
ptext_V2R007	ptext	LOC113448762	NW_020769432.1	1832194	1843033	10839	pos	partial	NA	NA	563	ncbi
ptext_V2R008	ptext	LOC113448763	NW_020769432.1	1847154	1860824	13670	pos	intact	NA	NA	724	ncbi
ptext_V2R009	ptext	LOC113448765	NW_020769432.1	1893693	1921122	27429	neg	intact	NA	NA	807	ncbi
ptext_V2R010	ptext	LOC113449060	NW_020769439.1	5287	6234	947	pos	fragmented	NA	NA	315	ncbi
ptext_V2R011	ptext	LOC113449064	NW_020769439.1	26024	31023	4999	pos	fragmented	NA	NA	446	ncbi
ptext_V2R012	ptext	LOC113449444	NW_020769448.1	41443	42565	1122	pos	fragmented	NA	NA	306	ncbi
ptext_V2R013	ptext	LOC113449833	NW_020769458.1	730620	733112	2492	pos	fragmented	NA	NA	304	ncbi
ptext_V2R014	ptext	LOC113449904	NW_020769461.1	116896	123365	6469	pos	fragmented	NA	NA	424	ncbi
ptext_V2R015	ptext	LOC113449905	NW_020769461.1	127665	142402	14737	pos	intact	NA	NA	821	ncbi
ptext_V2R016	ptext	LOC113449906	NW_020769461.1	147086	156353	9267	pos	intact	NA	NA	760	ncbi
ptext_V2R017	ptext	LOC113449907	NW_020769461.1	211801	228348	16547	neg	partial	NA	NA	517	ncbi
ptext_V2R018	ptext	LOC113449901	NW_020769461.1	259479	280683	21204	pos	intact	NA	NA	840	ncbi
ptext_V2R019	ptext	LOC113449912	NW_020769461.1	329357	344371	15014	pos	intact	NA	NA	866	ncbi
ptext_V2R020	ptext	LOC113449902	NW_020769461.1	403926	421007	17081	pos	intact	NA	NA	836	ncbi
ptext_V2R021	ptext	LOC113449920	NW_020769461.1	523164	542298	19134	pos	intact	NA	NA	821	ncbi
ptext_V2R022	ptext	LOC113449926	NW_020769461.1	697256	707128	9872	pos	intact	NA	NA	765	ncbi
ptext_V2R023	ptext	LOC113449927	NW_020769461.1	754372	756025	1653	pos	fragmented	NA	NA	354	ncbi
ptext_V2R024	ptext	LOC113450083	NW_020769467.1	51304	57117	5813	neg	fragmented	NA	NA	434	ncbi
ptext_V2R025	ptext	LOC113450105	NW_020769467.1	102325	109148	6823	neg	fragmented	NA	NA	409	ncbi
ptext_V2R026	ptext	LOC113450106	NW_020769467.1	121493	129047	7554	neg	fragmented	NA	NA	468	ncbi
ptext_V2R027	ptext	LOC113450708	NW_020769499.1	4619	5524	905	neg	fragmented	NA	NA	301	ncbi
ptext_V2R028	ptext	LOC113450709	NW_020769499.1	7800	49646	41846	pos	fragmented	NA	NA	412	ncbi
ptext_V2R029	ptext	LOC113450710	NW_020769499.1	60856	68650	7794	pos	fragmented	NA	NA	461	ncbi
ptext_V2R030	ptext	LOC113450711	NW_020769499.1	80661	90112	9451	pos	partial	NA	NA	602	ncbi
ptext_V2R031	ptext	LOC113450712	NW_020769499.1	97818	111826	14008	pos	partial	NA	NA	504	ncbi
ptext_V2R032	ptext	LOC113450713	NW_020769499.1	118940	120237	1297	pos	fragmented	NA	NA	325	ncbi
ptext_V2R033	ptext	LOC113450714	NW_020769499.1	130120	140865	10745	pos	partial	NA	NA	579	ncbi
ptext_V2R034	ptext	LOC113450703	NW_020769499.1	428334	433441	5107	neg	fragmented	NA	NA	404	ncbi
ptext_V2R035	ptext	LOC113450839	NW_020769512.1	116647	124698	8051	neg	intact	NA	NA	710	ncbi
ptext_V2R036	ptext	LOC113451000	NW_020769524.1	4147	14193	10046	neg	partial	NA	NA	537	ncbi
ptext_V2R037	ptext	LOC113450991	NW_020769524.1	73022	75310	2288	pos	fragmented	NA	NA	306	ncbi
ptext_V2R038	ptext	LOC113450992	NW_020769524.1	110321	116575	6254	pos	fragmented	NA	NA	354	ncbi
ptext_V2R039	ptext	LOC113451001	NW_020769524.1	136776	139118	2342	pos	fragmented	NA	NA	337	ncbi
ptext_V2R040	ptext	LOC113450993	NW_020769524.1	193033	219498	26465	pos	partial	NA	NA	633	ncbi
ptext_V2R041	ptext	LOC113450994	NW_020769524.1	260000	261532	1532	pos	fragmented	NA	NA	306	ncbi
ptext_V2R042	ptext	LOC113450996	NW_020769524.1	327202	348112	20910	pos	fragmented	NA	NA	479	ncbi
ptext_V2R043	ptext	LOC113450997	NW_020769524.1	372115	380282	8167	pos	partial	NA	NA	575	ncbi
ptext_V2R044	ptext	LOC113450998	NW_020769524.1	395322	415363	20041	pos	fragmented	NA	NA	464	ncbi
ptext_V2R045	ptext	LOC113450999	NW_020769524.1	427591	443309	15718	pos	fragmented	NA	NA	298	ncbi
ptext_V2R046	ptext	LOC113451111	NW_020769532.1	378373	388722	10349	neg	intact	NA	NA	779	ncbi
ptext_V2R047	ptext	LOC113451112	NW_020769532.1	392325	400132	7807	neg	partial	NA	NA	534	ncbi
ptext_V2R048	ptext	LOC113451113	NW_020769532.1	402546	416904	14358	neg	partial	NA	NA	515	ncbi
ptext_V2R049	ptext	LOC113451114	NW_020769532.1	436279	443854	7575	neg	partial	NA	NA	543	ncbi
ptext_V2R050	ptext	LOC113451139	NW_020769535.1	86761	87703	942	neg	fragmented	NA	NA	308	ncbi
ptext_V2R051	ptext	LOC113451142	NW_020769535.1	327632	333266	5634	neg	intact	NA	NA	684	ncbi
ptext_V2R052	ptext	LOC113451186	NW_020769539.1	2875	14255	11380	pos	intact	NA	NA	823	ncbi
ptext_V2R053	ptext	LOC113451224	NW_020769542.1	94592	125515	30923	pos	intact	NA	NA	682	ncbi
ptext_V2R054	ptext	LOC113451227	NW_020769542.1	293790	301758	7968	neg	intact	NA	NA	806	ncbi
ptext_V2R055	ptext	LOC113451297	NW_020769552.1	11654	38230	26576	neg	fragmented	NA	NA	336	ncbi
ptext_V2R056	ptext	LOC113451298	NW_020769552.1	41675	89026	47351	neg	intact	NA	NA	931	ncbi
ptext_V2R057	ptext	LOC113451299	NW_020769552.1	115668	129236	13568	pos	partial	NA	NA	675	ncbi
ptext_V2R058	ptext	LOC113451301	NW_020769552.1	191689	200043	8354	pos	partial	NA	NA	665	ncbi
ptext_V2R059	ptext	LOC113451302	NW_020769552.1	310638	330992	20354	pos	partial	NA	NA	661	ncbi
ptext_V2R060	ptext	LOC113451303	NW_020769552.1	350276	376511	26235	pos	intact	NA	NA	803	ncbi
ptext_V2R061	ptext	LOC113451358	NW_020769561.1	50550	72881	22331	pos	partial	NA	NA	712	ncbi
ptext_V2R062	ptext	LOC113451360	NW_020769561.1	260269	268509	8240	pos	intact	NA	NA	780	ncbi
ptext_V2R063	ptext	LOC113451361	NW_020769561.1	272480	284003	11523	neg	partial	NA	NA	604	ncbi
ptext_V2R064	ptext	LOC113451405	NW_020769569.1	282346	305823	23477	neg	intact	NA	NA	979	ncbi
ptext_V2R065	ptext	LOC113451431	NW_020769572.1	43450	56907	13457	neg	intact	NA	NA	856	ncbi
ptext_V2R066	ptext	LOC113451434	NW_020769572.1	241111	258064	16953	pos	intact	NA	NA	783	ncbi
ptext_V2R067	ptext	LOC113451435	NW_020769572.1	263723	281650	17927	pos	intact	NA	NA	1123	ncbi
ptext_V2R068	ptext	LOC113451445	NW_020769575.1	22032	26347	4315	pos	fragmented	NA	NA	392	ncbi
ptext_V2R069	ptext	LOC113451446	NW_020769575.1	39065	44785	5720	neg	intact	NA	NA	723	ncbi
ptext_V2R070	ptext	LOC113451492	NW_020769579.1	60615	78599	17984	neg	intact	NA	NA	767	ncbi
ptext_V2R071	ptext	LOC113451493	NW_020769579.1	86488	89657	3169	neg	fragmented	NA	NA	403	ncbi
ptext_V2R072	ptext	LOC113451495	NW_020769579.1	112992	128822	15830	neg	partial	NA	NA	521	ncbi
ptext_V2R073	ptext	LOC113451496	NW_020769579.1	196929	204839	7910	neg	fragmented	NA	NA	350	ncbi
ptext_V2R074	ptext	LOC113451537	NW_020769586.1	84448	92167	7719	neg	fragmented	NA	NA	288	ncbi
ptext_V2R075	ptext	LOC113451538	NW_020769586.1	114247	127414	13167	neg	partial	NA	NA	530	ncbi
ptext_V2R076	ptext	LOC113451539	NW_020769586.1	203636	204544	908	pos	fragmented	NA	NA	302	ncbi
ptext_V2R077	ptext	LOC113451540	NW_020769586.1	212428	239992	27564	pos	fragmented	NA	NA	416	ncbi
ptext_V2R078	ptext	LOC113451541	NW_020769586.1	246791	256993	10202	neg	partial	NA	NA	671	ncbi
ptext_V2R079	ptext	LOC113451609	NW_020769596.1	98600	107336	8736	pos	fragmented	NA	NA	475	ncbi
ptext_V2R080	ptext	LOC113451650	NW_020769603.1	19893	20837	944	neg	fragmented	NA	NA	314	ncbi
ptext_V2R081	ptext	LOC113451651	NW_020769603.1	52555	57199	4644	pos	fragmented	NA	NA	302	ncbi
ptext_V2R082	ptext	LOC113451652	NW_020769603.1	64261	65171	910	neg	fragmented	NA	NA	302	ncbi
ptext_V2R083	ptext	LOC113451653	NW_020769603.1	90912	99573	8661	neg	intact	NA	NA	749	ncbi
ptext_V2R084	ptext	LOC113451695	NW_020769613.1	19034	197843	178809	neg	intact	NA	NA	1319	ncbi
ptext_V2R085	ptext	LOC113451712	NW_020769615.1	12043	15672	3629	pos	fragmented	NA	NA	342	ncbi
ptext_V2R086	ptext	LOC113451711	NW_020769615.1	22656	28920	6264	pos	intact	NA	NA	686	ncbi
ptext_V2R087	ptext	LOC113451708	NW_020769615.1	50921	79353	28432	pos	intact	NA	NA	674	ncbi
ptext_V2R088	ptext	LOC113451709	NW_020769615.1	83782	89665	5883	pos	partial	NA	NA	538	ncbi
ptext_V2R089	ptext	LOC113451710	NW_020769615.1	116571	121229	4658	pos	fragmented	NA	NA	379	ncbi
ptext_V2R090	ptext	LOC113451726	NW_020769618.1	21011	35417	14406	neg	intact	NA	NA	889	ncbi
ptext_V2R091	ptext	LOC113451729	NW_020769618.1	134392	144130	9738	neg	intact	NA	NA	831	ncbi
ptext_V2R092	ptext	LOC113451741	NW_020769620.1	54330	68681	14351	neg	partial	NA	NA	822	ncbi
ptext_V2R093	ptext	LOC113451743	NW_020769620.1	92408	97203	4795	pos	partial	NA	NA	521	ncbi
ptext_V2R094	ptext	LOC113451745	NW_020769620.1	139223	148672	9449	neg	partial	NA	NA	576	ncbi
ptext_V2R095	ptext	LOC113451747	NW_020769620.1	168699	178773	10074	pos	intact	NA	NA	682	ncbi
ptext_V2R096	ptext	LOC113451786	NW_020769628.1	19074	19984	910	pos	fragmented	NA	NA	302	ncbi
ptext_V2R097	ptext	LOC113451787	NW_020769628.1	40392	43875	3483	neg	fragmented	NA	NA	300	ncbi
ptext_V2R098	ptext	LOC113451788	NW_020769628.1	85010	95507	10497	pos	intact	NA	NA	818	ncbi
ptext_V2R099	ptext	LOC113451802	NW_020769631.1	98278	106491	8213	pos	fragmented	NA	NA	410	ncbi
ptext_V2R100	ptext	LOC113451807	NW_020769633.1	100090	127603	27513	neg	intact	NA	NA	781	ncbi
ptext_V2R101	ptext	LOC113451821	NW_020769636.1	40218	48797	8579	pos	intact	NA	NA	796	ncbi
ptext_V2R102	ptext	LOC113451822	NW_020769636.1	63163	76469	13306	neg	intact	NA	NA	869	ncbi
